"SITE_ID","IGBP","LOCATION_LAT","LOCATION_LONG","LOCATION_ELEV","MAT","MAP","CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"US-Cwt","DBF",35.0592,-83.4275,690,13,1800,"Dfb",-5,5,"SC","FC+SC",0.323863636363636,1,0.460843373493976,1,0.816652975538518,1,0.831074297188755,1,0.908086893026652,1,0,0,0,0,0,0,0.908086893026652,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.4","Blue Ridge","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,4,NA,NA,NA
"US-CZ2","ENF",37.0311,-119.2566,1160,NA,NA,NA,-8,6,NA,"FC+SC",0,0,0.672545908722657,1,0.788971779638131,1,0.791933904941939,1,0.846138266270591,1,0.810364906832298,1,0.810348028625439,1,0.706310761544694,1,0.913381042398056,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,5,5,5,4,7,17,4
"US-CZ3","ENF",37.0674,-119.1951,2015,NA,NA,NA,-8,8,NA,"FC+SC",0,0,0.639966163456533,1,0.800377407600208,1,0.811673607496096,1,0.904073399271213,1,0.860274596564289,1,0.767913846954711,1,0.554873763664758,1,0.904105934409162,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,5,5,2,6,6,13,4
"US-CZ4","ENF",37.0675,-118.9867,2710,NA,NA,NA,-8,7,NA,"FC+SC",0,0,0.334597435049425,1,0.410347995443354,1,0.411847278874068,1,0.470841142101202,1,0.428163010325947,1,0.428133612611619,1,0,0,0.470841142101202,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,2,5,5,4,6,13,NA
"US-DFC","CRO",43.3448,-89.7117,264.9,7.65,787,"Dfb",-6,2,"SC","FC+SC",0.502213085016326,1,0.595912444068207,1,0.601499576732374,1,0.604595477083081,1,0.608537912685935,1,0.609045833837223,1,0.604595477083081,1,0.293239811343572,0.682291666666667,0.609045833837223,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.1.5","Driftless Area","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,2,2,6,1,NA
"US-DFK","CRO",43.3453,-89.7154,210,7.65,787,"Dfb",-6,3,"SC","FC+SC",0.404431975432677,1,0.312361382291055,0.762152777777778,0.558622258449756,1,0.57255511534889,1,0.477394650541201,1,0.500502341099084,1,0.545371827194662,1,0.211931075009952,0.625,0.477394650541201,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.1.5","Driftless Area","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",17,NA,1,1,2,6,1,NA
"US-Dia","GRA",37.6773,-121.5296,323,15.6,265,"Csa",-8,3,NA,"NEE",0.471240115571776,1,0.471639294403893,1,0.472399635036496,1,0.666780717761557,1,0.736598996350365,1,0.731181569343066,1,0.731181569343066,1,0.736560979318735,1,0.736237834549878,1,"California Central Valley grasslands","NA",8,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",3,2,9,1,6,7,18,1
"US-Dix","MF",39.9712,-74.4346,48,11.07,1126.63,"Cfa",-5,4,NA,"NEE",0.353696098562628,1,0.48066392881588,1,0.502352840520192,1,0.497304928131417,1,0.998830709559662,1,0.998844969199179,1,0.998844969199179,1,0,0,0.998844969199179,1,"Atlantic coastal pine barrens","NA",5,4,"8.5.4","Atlantic Coastal Pine Barrens","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",3,5,7,2,2,6,5,NA
"US-Dk1","GRA",35.9712,-79.0934,168,14.36,1169.75,"Cfa",-5,8,"negligible","FC+SC",0.521539185489391,1,0.755532740132329,1,0.756124515172256,1,0.751226328998403,1,0,0,0.803423739447867,1,0.956115959388547,1,0.873752281542323,1,0.536668663016199,1,"Southeastern mixed forests","NA",4,13,"8.3.4","Piedmont","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",2,5,1,1,NA,7,5,1
"US-Dk2","DBF",35.9736,-79.1004,168,14.36,1168.69,"Cfa",-5,8,"CO2","FC+SC",0.555591204654346,1,0.889245379876797,1,0.899811772758385,1,0.890207905544148,1,0,0,0.99381131644992,1,0.956115959388547,1,0.874736196668948,1,0.611460472279261,1,"Southeastern mixed forests","NA",4,13,"8.3.4","Piedmont","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,NA,7,5,1
"US-Dk3","ENF",35.9782,-79.0942,163,14.36,1169.69,"Cfa",-5,8,"CO2","FC+SC",0.533445984485512,1,0.799837440109514,1,0.814881359799224,1,0.801270533880904,1,0,0,0.972421857175451,1,0.956115959388547,1,0,0,0.6132429272188,1,"Southeastern mixed forests","NA",4,13,"8.3.4","Piedmont","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",18,9,2,2,NA,7,5,NA
"US-DPW","WET",28.0521,-81.4361,23,22.6,1142,"Cwa",-5,4,"SC","FC+SC",0.703266374551869,1,0.834220110396631,1,0.862530586695499,1,0.868192681955272,1,0,0,0.867922380925283,1,0.836112217606556,1,0,0,0.64600523530416,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",2,9,1,1,NA,4,12,NA
"US-Elm","WET",25.5519,-80.7826,0.77,NA,NA,NA,-5,7,NA,"NEE",0.372246121757268,1,0.372246121757268,1,0.372246121757268,1,0.727374201538261,1,0.920365662886195,1,0.91934721679051,1,0.885461478294877,1,0.889298983183418,1,0.919656824403598,1,"Everglades","NT",9,4,"15.4.1","Southern Florida Coastal Plain","15.4","EVERGLADES","15","TROPICAL WET FORESTS",3,10,1,1,4,4,12,8
"US-EML","OSH",63.8784,-149.2536,700,-1,378,"ET",-9,12,"negligible","FC+SC",0.382074184401756,1,0.527020088717847,1,0.562437844313593,1,0.592499225222141,1,0.74331031356532,1,0.828702397417099,1,0.616186612763714,1,0,0,0.523379789167912,1,"Alaska-St. Elias Range tundra","NA",11,1,"6.1.2","Alaska Range","6.1","BOREAL CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,1,1,3,5,1,NA
"US-Esm","WET",25.4379,-80.5946,1.07,NA,NA,NA,-5,8,NA,"NEE",0.287117841660963,1,0.287117841660963,1,0.287117841660963,1,0.679707107004335,1,0.999992870180242,1,0.987472906684919,1,0.953035877253023,1,0.923140543007073,1,0.997490303445129,1,"South Florida rocklands","NT",1,64,"15.4.1","Southern Florida Coastal Plain","15.4","EVERGLADES","15","TROPICAL WET FORESTS",3,10,2,1,4,4,12,9
"US-Fcr","OSH",65.3968,-148.9348,265,-2.4,NA,"Dwc",-9,4,NA,"NEE",0.300849874515172,0.821180555555556,0.39824321241159,1,0.485141455624002,1,0.51813826146475,1,0.675436344969199,1,0.679543121149897,1,0.675607460643395,1,0.644564225416381,1,0.675607460643395,1,"Interior Alaska-Yukon lowland taiga","NA",6,7,"3.1.1","Interior Forested Lowlands and Uplands","3.1","ALASKA BOREAL INTERIOR","3","TAIGA",NA,2,1,1,3,5,1,1
"US-Fmf","ENF",35.1426,-111.7273,2160,9.5,546,"Csb",-7,6,NA,"NEE",0.767134489578579,1,0.762104442415944,1,0.806918454282672,1,0.820401643085349,1,0.874923931233835,1,0.826620264719306,1,0.862819488817891,1,0.825327095694508,1,0.816417541457478,1,"Arizona Mountains forests","NA",5,3,"13.1.1","Arizona/New Mexico Mountains","13.1","UPPER GILA MOUNTAINS","13","TEMPERATE SIERRAS",2,5,7,7,9,6,17,1
"US-FPe","GRA",48.3077,-105.1019,634,5.48,334.8,"Bsk",-6,9,"SC","FC+SC",0.510771492295215,1,0.658854166666667,1,0.759111415247364,1,0.706559205190592,1,0.89433799675588,1,0.901187398621249,1,0.901187398621249,1,0.653614152473642,1,0.901390156123277,1,"Northern short grasslands","NA",8,11,"9.3.1","Northwestern Glaciated Plains","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",3,2,2,1,2,6,5,4
"US-FR2","WSA",29.9495,-97.9962,271.9,19.48,864,"Cfa",-6,4,"CO2","FC+SC",0.470425507643167,1,0.897929500342231,1,0.719626967830253,1,0.898200433493041,1,0.875983915126626,1,0.931211498973306,1,0.895277207392197,1,0.487950604608715,1,0.951417408167922,1,"Edwards Plateau savanna","NA",8,6,"9.4.6","Edwards Plateau","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",2,5,2,2,4,7,5,4
"US-FR3","CSH",29.94,-97.99,232,19.59,869.23,"Cfa",-6,9,NA,"NEE",0.70270047648013,1,0.731492041768045,1,0.773792325628548,1,0.775433394160584,1,0.845410077047851,1,0.787611516626115,1,0.732227037712895,1,0.813215987429035,1,0.492371248986212,1,"Edwards Plateau savanna","NA",8,6,"9.4.6","Edwards Plateau","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",2,5,7,2,4,7,5,1
"US-Fuf","ENF",35.089,-111.762,2180,8.7,562,"Csb",-7,6,NA,"NEE",0.778449718545565,1,0.754193290734824,1,0.795793397231097,1,0.803048455804047,1,0.804740985851209,1,0.824024418073939,1,0.8265251787616,1,0.811073710634413,1,0.801137228054161,1,"Arizona Mountains forests","NA",5,3,"13.1.1","Arizona/New Mexico Mountains","13.1","UPPER GILA MOUNTAINS","13","TEMPERATE SIERRAS",2,5,7,7,9,6,5,1
"US-Fwf","GRA",35.4454,-111.7718,2270,8.4,557,"Csb",-7,6,NA,"NEE",0.819346188954815,1,0.807004031644607,1,0.855916248288453,1,0.857808458846797,1,0.898134413509813,1,0.888835006846189,1,0.885858816369999,1,0.804398676403469,1,0.891136087022668,1,"Arizona Mountains forests","NA",5,3,"13.1.1","Arizona/New Mexico Mountains","13.1","UPPER GILA MOUNTAINS","13","TEMPERATE SIERRAS",3,2,9,1,6,6,5,1
"US-GLE","ENF",41.3665,-106.2399,3197,0.8,1200,"Dfc",-7,21,NA,"NEE",0.567443458375294,1,0.750750041960389,1,0.869917547834844,1,0.869933282980866,1,0.957856033903995,1,0.957871769050017,1,0.95770130496811,1,0.816108593487748,1,0.885909701242028,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",3,2,10,8,4,6,1,1
"US-GMF","MF",41.9667,-73.2333,380,6.08,1258.79,"Dfb",-5,6,"CO2","FC+SC",0.330567594282238,1,0.752518628345499,1,0.74543795620438,1,0.729641879562044,1,0.756415374087591,1,0.786648418491484,1,0.786648418491484,1,0.133943506690998,0.791666666666667,0.674707268856448,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",19,5,2,3,2,6,1,NA
"US-Goo","GRA",34.2547,-89.8735,87,15.89,1425.77,"Cfa",-6,5,"negligible","FC+SC",0.523309145673604,1,0.626996622855057,1,0.729508944870391,1,0.576328039430449,1,0.800862541073384,1,0.800280668127054,1,0.800280668127054,1,0,0,0.502259036144578,1,"Central U.S. hardwood forests","NA",4,4,"8.3.6","Mississippi Valley Loess Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,2,7,5,NA
"US-Ha1","DBF",42.5378,-72.1715,340,6.62,1071,"Dfb",-5,31,"SC","FC+SC",0.631266743207042,1,0.66076790603197,1,0.730846507109423,1,0.73064043686891,1,0.740296299567253,1,0.179891960316759,1,0.17970060937914,1,0,0,0.18653036592187,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",8,5,2,3,2,6,1,NA
"US-Ha2","ENF",42.5393,-72.1779,360,6.56,1071,"Dfb",-5,18,"CO2","FC+SC",0.145380228136882,1,0.633561470215463,1,0.80787072243346,1,0.813393536121673,1,0.44058618504436,1,0.94623257287706,1,0.906200887198986,1,0,0,0.407167300380228,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",8,5,2,3,2,6,1,NA
"US-HB1","WET",33.3455,-79.1957,0.1,18.3,1429,"Cfa",-5,3,"SC","FC+SC",0.704778740875912,1,0.813165298053528,1,0.83586146593674,1,0.836260644768856,1,0,0,0.883591849148418,1,0.883572840632603,1,0,0,0.934230535279805,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",2,10,1,1,NA,7,5,NA
"US-HBK","DBF",43.9397,-71.7181,367,6,1400,"Dfb",-5,4,"CO2","FC+SC",0.21050284605094,1,0.282703354930095,1,0.316095270571571,1,0.59284421477848,1,0.650775122629384,1,0.650302966713008,1,0.650184927733914,1,0.812252446029956,1,0.650775122629384,1,"New England-Acadian forests","NA",4,10,"5.3.1","Northern Appalachian and Atlantic Maritime Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS",8,5,9,2,2,6,1,1
"US-Hn2","GRA",46.6889,-119.4641,117.5,12.8,197,"Bsk",-8,4,"SC","FC+SC",0.373673853524983,1,0.421472165183664,1,0.476642710472279,1,0.543449121606206,1,0.630219028062971,1,0.528904289299566,1,0.528904289299566,1,0.44987736710016,1,0.205652521104266,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",3,2,2,1,2,6,15,4
"US-Ho1","ENF",45.2041,-68.7402,60,5.27,1070,"Dfb",-5,26,NA,"NEE",0.567152785090028,1,0.619232827910568,1,0.684527570109859,1,0.695710926257415,1,0.499931996068934,1,0.571498455652662,1,0.124633656242322,1,0.628266382366361,1,0.469369713242778,1,"New England-Acadian forests","NA",4,10,"8.1.8","Acadian Plains and Hills","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,2,6,1,4
"US-Ho2","ENF",45.2091,-68.747,61,5.13,1064,"Dfb",-5,22,NA,"NEE",0.514056537249046,1,0.604851086776174,1,0.668494379459101,1,0.685203044632487,1,0.794453604612577,1,0.712297266467563,1,0.14335231043637,1,0,0,0.610686805209889,1,"New England-Acadian forests","NA",4,10,"8.1.8","Acadian Plains and Hills","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,2,6,1,NA
"US-Ho3","ENF",45.2072,-68.725,61,5.31,1072,"Dfb",-5,7,NA,"NEE",0.774157541389649,1,0.236360969886586,1,0.290640073002216,1,0.465535784122018,1,0.809795007169861,1,1,1,0.946454178073263,1,0,0,0.410759679311693,1,"New England-Acadian forests","NA",4,10,"8.1.8","Acadian Plains and Hills","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,2,2,6,1,NA
"US-HRA","CRO",34.5852,-91.7517,NA,16.7,1250,"Cfa",-6,2,"negligible","FC+SC",0.088337778542545,0.364583333333333,0.169491525423729,0.416666666666667,0.166308182052826,0.416666666666667,0.333971435945969,0.416666666666667,0.29379248042674,0.375,0.322700679686828,0.416666666666667,0.310935214660587,0.416666666666667,0.316032865869397,0.416666666666667,0.362600017207261,0.458333333333333,"Mississippi lowland forests","NA",4,9,"8.5.2","Mississippi Alluvial Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",NA,NA,NA,NA,NA,NA,NA,NA
"US-HRC","CRO",34.5888,-91.7517,NA,16.7,1250,"Cfa",-6,2,"negligible","FC+SC",0.0867030887034329,0.387152777777778,0.181213972296309,0.416666666666667,0.16495311021251,0.416666666666667,0.348425535576013,0.416666666666667,0.281295706788265,0.458333333333333,0.348210444807709,0.416666666666667,0.348016863116235,0.416666666666667,0.258560612578508,0.416666666666667,0.349221371418739,0.458333333333333,"Mississippi lowland forests","NA",4,9,"8.5.2","Mississippi Alluvial Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",NA,NA,NA,NA,NA,NA,NA,NA
"US-HWB","CVM",40.8608,-77.8488,378,10.1,1006.35,"Dfb",-5,3,NA,"NEE",0.791180934795875,1,0.785172203358005,1,0.814715132927535,1,0.814777723880013,1,0.843162720828704,1,0.814777723880013,1,0.814636894236938,1,0.843225311781182,1,0.843162720828704,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,8,6,1,1
"US-IB1","CRO",41.8593,-88.2227,226.5,9.18,929.23,"Dfa",-6,14,"negligible","FC+SC",0.491068518156334,1,0.703757578720907,1,0.864316448269118,1,0.88279059912641,1,0.945685833496317,1,0.945306897450942,1,0.945188734598083,1,0.946435556424799,1,0.9494059260708,1,"Central forest-grasslands transition","NA",8,4,"8.2.3","Central Corn Belt Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",9,5,1,1,2,6,1,1
"US-IB2","GRA",41.8406,-88.241,226.5,9.04,930.25,"Dfa",-6,15,"negligible","FC+SC",0.522133753117966,1,0.688096976333881,1,0.852934690028594,1,0.886711382855752,1,0.930712721299507,1,0.928446492668978,1,0.918001308024579,1,0.92859098375616,1,0.931834428423678,1,"Central forest-grasslands transition","NA",8,4,"8.2.3","Central Corn Belt Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,2,1,2,6,1,5
"US-ICh","OSH",68.6068,-149.2958,940,-7.4,318,"ET",-9,15,"negligible","FC+SC",0.286728443178664,1,0.609473327984608,1,0.619401424383344,1,0.620758885285048,1,0.748831709069892,1,0.880376134544528,1,0.874581259434734,1,0,0,0.748170089470742,1,"Brooks-British Range tundra","NA",11,8,"2.3.1","Brooks Range/Richardson Mountains","2.3","BROOKS RANGE TUNDRA","2","TUNDRA",3,2,1,1,3,5,1,NA
"US-ICs","WET",68.6058,-149.311,920,-7.4,318,"ET",-9,15,"negligible","FC+SC",0.3579476103745,1,0.586803350685004,1,0.600225863242468,1,0.621352061477389,1,0.770923719823112,1,0.878589001144526,1,0.859386823123225,1,0,0,0.770026350711621,1,"Brooks-British Range tundra","NA",11,8,"2.3.1","Brooks Range/Richardson Mountains","2.3","BROOKS RANGE TUNDRA","2","TUNDRA",3,2,1,1,3,5,1,NA
"US-ICt","OSH",68.6063,-149.3041,930,-7.4,318,"ET",-9,15,"negligible","FC+SC",0.30986231467997,1,0.518671741618534,1,0.511568836956398,1,0.526268959774289,1,0.667414474259575,1,0.801012201938469,1,0.794578521698461,1,0,0,0.698776764223871,1,"Brooks-British Range tundra","NA",11,8,"2.3.1","Brooks Range/Richardson Mountains","2.3","BROOKS RANGE TUNDRA","2","TUNDRA",3,2,1,1,3,5,1,NA
"US-Ivo","WET",68.4865,-155.7503,568,-8.28,304,"ET",-9,14,NA,"NEE",0.00749983704862469,0.208333333333333,0.316675628992309,1,0.319673934298006,1,0.400220799113545,1,0.5397234715161,1,0.537747686090471,1,0.469906954764698,1,0.174814235432147,1,0.539275355233998,1,"Brooks-British Range tundra","NA",11,8,"2.3.1","Brooks Range/Richardson Mountains","2.3","BROOKS RANGE TUNDRA","2","TUNDRA",NA,2,1,1,3,8,1,3
"US-Jo1","OSH",32.582,-106.635,1188,14.7,245.1,"Bwk",-7,11,"negligible","FC+SC",0.637231416957027,1,0.673739007798241,1,0.801025593164095,1,0.926295213207234,1,0.745810519329683,1,0.855924381947901,1,0.855924381947901,1,0.830688982910237,1,0.745815704330513,1,"Chihuahuan desert","NA",13,3,"10.2.4","Chihuahuan Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",3,2,7,1,6,7,14,4
"US-Jo2","OSH",32.5849,-106.6032,1469,17.5,282.3,"Bwk",-7,11,"SC","FC+SC",0.683901609424257,1,0.857039157126265,1,0.873823004811681,1,0.876130330180853,1,0.824892151982744,1,0.823746266799403,1,0.84452256512361,1,0.830631947901112,1,0.535320225651236,1,"Chihuahuan desert","NA",13,3,"10.2.4","Chihuahuan Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",3,2,7,1,4,7,14,4
"US-JRn","GRA",39.6789,-80.1646,384.048,13.2,1095.5,"Cfa",-5,2,"negligible","FC+SC",0.280259146341463,1,0.334933943089431,1,0.398805894308943,1,0.582139227642276,1,0.69984756097561,1,0.703099593495935,1,0.688719512195122,1,0,0,0,0,"Appalachian mixed mesophytic forests","NA",4,2,"8.4.3","Western Allegheny Plateau","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",3,5,1,2,2,6,1,NA
"US-KFS","GRA",39.0561,-95.1907,310,12,1014,"Cfa",-6,13,NA,"NEE",0.728191379665911,1,0.784548689574073,1,0.826522687283625,1,0.834157514381118,1,0.69565560786826,1,0.839550159497681,1,0.761117668481766,1,0.67344001614722,1,0.538426435808217,1,"Central forest-grasslands transition","NA",8,4,"9.2.4","Central Irregular Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",3,5,2,1,2,6,5,1
"US-KL1","CRO",42.4847,-85.4422,264.6,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.587506654498441,1,0.767292189520116,1,0.895866605825538,1,0.892952886151038,1,0,0,0,0,0,0,0.938469655487109,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",9,5,1,1,NA,NA,NA,1
"US-KL2","GRA",42.4768,-85.4468,258.3,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.614842383451213,1,0.777967906304662,1,0.909650924024641,1,0.909769754353943,1,0,0,0,0,0,0,0.949435318275154,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,NA,NA,NA,1
"US-KL3","GRA",42.4735,-85.4473,264.7,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.560085367708571,1,0.765243554642939,1,0.876777701726367,1,0.876967830253251,1,0,0,0,0,0,0,0.942747547342003,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,NA,NA,NA,1
"US-KLS","GRA",38.7745,-97.5684,373,12,812,"Cfa",-6,8,NA,"NEE",0.538433567430751,1,0.638957612919326,1,0.703283305408007,1,0.728123774553492,1,0.630793911090514,1,0.723803072974226,1,0.681751096217604,1,0.581811700117643,1,0.670450251327938,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",2,5,1,1,2,6,5,1
"US-KM1","CRO",42.4376,-85.3287,258.1,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.554837820366568,1,0.703475549471443,1,0.864381321773519,1,0.871116624838391,1,0,0,0,0,0,0,0.954407179253175,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",9,5,1,1,NA,NA,NA,1
"US-KM2","GRA",42.4441,-85.3098,259.1,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.566150467716176,1,0.733867594493878,1,0.887724351661723,1,0.887096927523006,1,0,0,0,0,0,0,0.962421096661343,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,NA,NA,NA,4
"US-KM3","GRA",42.4464,-85.3105,262.1,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.56622651912693,1,0.719436839303369,1,0.875256673511294,1,0.872010228914746,1,0,0,0,0,0,0,0.917992813141684,1,0,0,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,NA,NA,NA,1
"US-KM4","GRA",42.4423,-85.3301,246.3,9.9,1027,"Dfa",-5,12,"negligible","FC+SC",0.508917027910868,1,0.656247623393414,1,0.862717697163282,1,0.863482964483991,1,0.808882804776029,1,0,0,0,0,0.941630542246559,1,0.157973039774888,1,"Southern Great Lakes forests","NA",4,14,"8.1.6","Southern Michigan/Northern Indiana Drift Plains","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",8,5,1,1,2,NA,NA,1
"US-Kon","GRA",39.0824,-96.5603,417,12.77,867,"Cfa",-6,16,NA,"NEE",0.491189293824485,1,0.7417213585207,1,0.734309884460859,1,0.760315994738174,1,0.817714813322829,1,0.769306729504369,1,0.760458591641683,1,0.649999465261612,1,0.830691131542079,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",8,5,2,1,2,6,5,1
"US-KS2","CSH",28.6086,-80.6715,3,21.66,1294,"Cwa",-5,8,NA,"NEE",0.477833390371891,1,0.60020961670089,1,0.567184291581109,1,0.680077857631759,1,0.798874914442163,1,0.806846052931782,1,0.641027834816336,1,0,0,0.384297284964636,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",20,9,2,1,4,4,12,NA
"US-KS4","WET",28.6,-80.7207,0.5,22.3,1340,"Cwa",-5,4,"SC","FC+SC",0.560298354202915,1,0.758635443110186,1,0.785575743746256,1,0.785918023902564,1,0.768033885735474,1,0.786203257366154,1,0.719159131749337,1,0,0,0.49432385407456,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",2,9,7,1,4,4,12,NA
