"SITE_ID","IGBP","GRP_LOCATION.LOCATION_LAT","GRP_LOCATION.LOCATION_LONG","GRP_LOCATION.LOCATION_ELEV","GRP_CLIM_AVG.MAT","GRP_CLIM_AVG.MAP","GRP_CLIM_AVG.CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"US-KFS","GRA",39.0561,-95.1907,310,12,1014,"Cfa",-6,13,NA,"NEE",0.728191379665911,1,0.784548689574073,1,0.826522687283625,1,0.834157514381118,1,0.69565560786826,1,0.839550159497681,1,0.761117668481766,1,0.67344001614722,1,0.538426435808217,1,"Central forest-grasslands transition","NA",8,4,"9.2.4","Central Irregular Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",4,3,1,1,4,4,5,1
"US-KLS","GRA",38.7745,-97.5684,373,12,812,"Cfa",-6,6,NA,"NEE",0.482896925343345,1,0.637447132062919,1,0.695224065009742,1,0.739143658223637,1,0.610160148267832,1,0.728308701230813,1,0.698826212992444,1,0.672565698807204,1,0.624625766288077,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,4,1,1,4,6,8,1
"US-Kon","GRA",39.0824,-96.5603,417,12.77,867,"Cfa",-6,16,NA,"NEE",0.491189293824485,1,0.7417213585207,1,0.734309884460859,1,0.760315994738174,1,0.817714813322829,1,0.769306729504369,1,0.760458591641683,1,0.649999465261612,1,0.830691131542079,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",6,4,1,1,4,4,5,1
"US-KS2","CSH",28.6086,-80.6715,3,21.66,1294,"Cwa",-5,8,NA,"NEE",0.477833390371891,1,0.60020961670089,1,0.567184291581109,1,0.680077857631759,1,0.798874914442163,1,0.806846052931782,1,0.641027834816336,1,0,0,0.384297284964636,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",14,6,4,1,2,7,17,NA
"US-KS4","WET",28.6,-80.7207,0.5,22.3,1340,"Cwa",-5,2,"SC","FC+SC",0.543667664385259,1,0.734447982002936,1,0.757192152975044,1,0.757573446704669,1,0.753226698186948,1,0.757954740434294,1,0.750843612376794,1,0,0,0.493127180523516,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",12,6,8,1,2,7,17,NA
"US-KUT","GRA",44.995,-93.1863,301,7.9,777,"Dfa",-6,5,NA,"NEE",0.700609255202629,1,0.592243975903614,1,0.593784227820372,1,0.607281398320555,1,0.563538243884629,1,0.700609255202629,1,0.401937294633078,1,0.535642570281124,1,0.699114640379701,1,"Upper Midwest forest-savanna transition","NA",4,15,"8.1.4","North Central Hardwood Forests","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",12,4,2,1,3,5,4,8
"US-LS1","GRA",31.5615,-110.1403,1230,17,288,"Bwh",-7,6,"negligible","FC+SC",0.405250696511263,1,0.713503285251077,1,0.764593456122168,1,0.794232030960282,1,0.790751851816635,1,0.811271596603497,1,0.795258969068244,1,0,0,0.811271596603497,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,3,14,3,2,9,20,NA
"US-LS2","SAV",31.5659,-110.1344,1240,17,288,"Bwh",-7,6,"negligible","FC+SC",0.449171317998992,1,0.699706181596889,1,0.746089552806489,1,0.784323979955689,1,0.787870719902631,1,0.794193996215543,1,0.794193996215543,1,0,0,0.441117460800441,1,"Chihuahuan desert","NA",13,3,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,4,14,1,2,9,20,NA
"US-Me2","ENF",44.4523,-121.5574,1253,6.28,523,"Csb",-8,19,NA,"NEE",0.83953230067243,1,0.82623679154659,1,0.863112391930836,1,0.890637007684918,1,0.938076368876081,1,0.974312560038425,1,0.955580571565802,1,0.975876560999039,1,0.977638688760807,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",12,3,12,4,6,4,4,4
"US-Me3","ENF",44.3154,-121.6078,1005,7.07,719,"Csb",-8,6,NA,"NEE",0.956147354014598,1,0.70149977189781,1,0.716659063260341,1,0.815066149635037,1,0.790877813260341,1,0.822546000608273,1,0.804088731751825,1,0.952108044403893,1,0.380436435523114,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,12,2,3,4,5,5
"US-Me4","ENF",44.4992,-121.6224,922,7.61,1038.82,"Csb",-8,5,NA,"NEE",0.200328407224959,1,0.200328407224959,1,0.199210910417807,1,0.683052818828681,1,0.999942984856778,1,0.999942984856778,1,0.999942984856778,1,0.200317004196315,1,0.200328407224959,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",12,3,3,2,3,4,5,4
"US-Me5","ENF",44.4372,-121.5668,1188,6.47,590.81,"Csb",-8,4,NA,"NEE",0.475630276066621,1,0.750171115674196,1,0.750171115674196,1,0.611239447866758,1,0.750171115674196,1,0.750171115674196,1,0.750171115674196,1,0.750171115674196,1,0.750171115674196,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,12,2,3,4,4,5
"US-Me6","ENF",44.3233,-121.6078,998,7.59,494,"Csb",-8,10,NA,"NEE",0.0857269503546099,1,0.76953483521068,1,0.803671255736337,1,0.842282019190655,1,0.823336462244472,1,0.912072382144347,1,0.853973717146433,1,0.892047350855236,1,0.877847309136421,1,"Eastern Cascades forests","NA",5,12,"6.2.8","Eastern Cascades Slopes and Foothills","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,12,2,4,4,5,5
"US-MMS","DBF",39.3232,-86.4131,275,10.85,1032,"Cfa",-5,21,"CO2","FC+SC",0.47485578128919,1,0.904768623024831,1,0.890571440515007,1,0.868954309840314,1,0.686852060864476,1,0.972211771591004,1,0.683978137279492,1,0,0,0.971783295711061,1,"Central U.S. hardwood forests","NA",4,4,"8.3.3","Interior Plateau","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",6,4,1,4,4,4,4,NA
"US-MOz","DBF",38.7441,-92.2,219.4,12.11,986,"Cfa",-6,14,NA,"NEE",0.728657443618824,1,0.692115597705645,1,0.782871366184331,1,0.932982173119541,1,0.898970147308043,1,0.938384011211055,1,0.938359568504758,1,0.896729565897536,1,0.721593501499153,1,"Central forest-grasslands transition","NA",8,4,"8.3.2","Interior River Valleys and Hills","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",6,4,1,2,4,4,5,1
"US-Mpj","OSH",34.4385,-106.2377,2196,10.5,385,"Bsk",-7,13,"negligible","FC+SC",0.499434091387661,1,0.77958517582649,1,0.827656699656068,1,0.949287569312838,1,0.912775496595775,1,0.957126939004703,1,0.955104583421071,1,0,0,0.936188320348143,1,"Colorado Plateau shrublands","NA",13,4,"9.4.3","Southwestern Tablelands","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,3,23,4,10,4,21,NA
"US-MRf","ENF",44.6465,-123.5515,263,10.24,1819.59,"Csb",-8,6,NA,"NEE",0.370464399817435,1,0.584978320401643,1,0.642391221664385,1,0.719648562300319,1,0.851523277042446,1,0.914479689639434,1,0.836300015213753,1,0.880553019930017,1,0.910229347329986,1,"Central Pacific coastal forests","NA",5,10,"7.1.8","Coast Range","7.1","MARINE WEST COAST FOREST","7","MARINE WEST COAST FOREST",15,3,3,2,3,4,4,6
"US-MtB","ENF",32.416,-110.7256,2573,9.3,790,"Dwb",-7,11,"CO2","FC+SC",0.192136544685088,1,0.546308397643349,1,0.592860550991619,1,0.757976516471662,1,0.673616297402705,1,0.873278151190773,1,0.697457679860592,1,0.854560824827815,1,0.718545141482035,1,"Sierra Madre Occidental pine-oak forests","NA",3,2,"12.1.1","Madrean Archipelago","12.1","WESTERN SIERRA MADRE PIEDMONT","12","SOUTHERN SEMIARID HIGHLANDS",4,4,19,9,9,4,13,5
"US-Myb","WET",38.0499,-121.765,-4,15.9,338,"Csa",-8,11,"negligible","FC+SC",0.476496391239423,1,0.748517089762734,1,0.880340550854488,1,0.898301393728223,1,0.850993446158951,1,0.904751534760246,1,0.902553094408495,1,0,0,0.868917994026879,1,"California Central Valley grasslands","NA",8,1,"11.1.2","Central California Valley","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",6,8,9,6,6,6,8,NA
"US-NC1","OSH",35.8118,-76.7119,5,16.6,1320,"Cfa",-5,8,NA,"NEE",0.144977754962355,1,0.29246520647958,1,0.802582420716404,1,0.873139117043121,1,0.959395676477299,1,0.947659993155373,1,0.93684405658225,1,0.94705395847593,1,0.960928587725302,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",15,9,1,1,4,6,5,6
"US-NC2","ENF",35.803,-76.6685,5,16.6,1320,"Cfa",-5,15,NA,"NEE",0.270917001338688,1,0.406105482536205,1,0.782413745892662,1,0.831507849580139,1,0.915936473165389,1,0.899567968845077,1,0.859586071558963,1,0.933856638675916,1,0.856574023366192,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",15,6,1,2,4,6,5,6
"US-NC3","ENF",35.799,-76.656,5,16.6,1320,"Cfa",-5,7,NA,"NEE",0.553860198226395,1,0.675762910798122,1,0.767939814814815,1,0.824074074074074,1,0.896420187793427,1,0.925453182055295,1,0.874951095461659,1,0.899321857068336,1,0.793573943661972,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",6,6,1,1,4,6,5,1
"US-NC4","WET",35.7879,-75.9038,1,16.6,1311,"Cfa",-5,11,NA,"NEE",0.44017094017094,1,0.606868724587171,1,0.728191643846984,1,0.790349348601776,1,0.895968176914779,1,0.884719110447266,1,0.862480292091943,1,0.880440419882167,1,0.285609078084806,1,"Middle Atlantic coastal forests","NA",5,17,"8.5.1","Middle Atlantic Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",6,6,4,4,4,6,5,20
"US-Ne1","CRO",41.1651,-96.4766,361,10.07,790.37,"Dfa",-6,20,NA,"NEE",0.943292265571526,1,0.881285649098791,1,0.953245493953913,1,0.91114533424595,1,0.953696098562628,1,0.977401323294547,1,0.976614191193247,1,0,0,0.960917180013689,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,4,1,1,4,4,5,NA
"US-Ne2","CRO",41.1649,-96.4701,362,10.08,788.89,"Dfa",-6,20,NA,"NEE",0.911071184120465,1,0.88737736710016,1,0.951796714579055,1,0.924840292037417,1,0.947826830937714,1,0.975176819530002,1,0.973904859685147,1,0,0,0.957517681953,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,4,1,1,4,4,5,NA
"US-Ne3","CRO",41.1797,-96.4397,363,10.11,783.68,"Dfa",-6,20,NA,"NEE",0.898408624229979,1,0.850045630846452,1,0.915582934063427,1,0.876397444672599,1,0.941318731462469,1,0.973893451973534,1,0.973300250969655,1,0,0,0.962816563997262,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,4,1,1,4,4,5,NA
"US-NR1","ENF",40.0329,-105.5464,3050,1.5,800,"Dfc",-7,22,"SC","FC+SC",0.493050484767352,1,0.668357774532473,1,0.913791529755385,1,0.910738915256988,1,0.936566974970589,1,0.952884771408868,1,0.928765567319784,1,0,0,0.82163756034238,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,21,10,6,5,4,NA
"US-Oho","DBF",41.5545,-83.8438,230,10.1,849,"Dfa",-5,10,NA,"NEE",0.579204306962314,1,0.588437585546126,1,0.723092891687198,1,0.732702573227484,1,0.92658431426225,1,0.926567205036956,1,0.918063920065699,1,0.949413723879916,1,0.898576512455516,1,"Southern Great Lakes forests","NA",4,14,"8.2.2","Huron/Erie Lake Plains","8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS",6,4,3,4,3,4,4,4
"US-ONA","GRA",27.3836,-81.9509,25,22.3,1268,"Cfa",-5,5,"SC","FC+SC",0.432302303558593,1,0.575090989993953,1,0.624619211153833,1,0.624676258171985,1,0.709767590448047,1,0.624676258171985,1,0.620899745570299,1,0.700993759056214,1,0.711912558330576,1,"Southeastern conifer forests","NA",5,29,"8.5.3","Southern Coastal Plain","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS",14,6,1,1,2,7,17,9
"US-PHM","WET",42.7423,-70.8301,1.4,7.2,1262,"Dfa",-5,7,"negligible","FC+SC",0.483674034950443,1,0.863238458528952,1,0.896786971830986,1,0.897276017214398,1,0.760824204486176,1,1,1,0.85348200312989,1,0,0,0.868080007824726,1,"Northeastern coastal forests","NA",4,11,"8.1.7","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS",4,3,2,1,4,4,4,NA
"US-Pon","CRO",36.7667,-97.1333,310,14.94,866.34,"Cfa",-6,4,"SC","FC+SC",0.317918663016199,1,0.501269107916952,1,0.551448779374857,1,0.655701003878622,1,0.613406913073237,1,0.505703855806525,1,0.646674652064796,1,0.0074435318275154,0.0329861111111111,0.626454483230664,1,"Central and Southern mixed grasslands","NA",8,3,"9.4.2","Central Great Plains","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",8,4,3,1,4,6,5,NA
"US-Prr","ENF",65.1237,-147.4876,210,-2,275,"Dwc",-9,7,"SC","FC+SC",0.335810194238039,1,0.594194042497719,1,0.626482857515317,1,0.62627916829618,1,0,0,0.855388801981489,1,0.854468126710989,1,0.681438208838483,1,0.857319775778908,1,"Interior Yukon-Alaska alpine tundra","NA",11,11,"6.1.1","Interior Highlands and Klondike Plateau","6.1","BOREAL CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,2,1,NA,3,4,21
"US-RC1","CRO",46.7837,-117.0777,807,9,550,"Dsb",-8,5,"SC","FC+SC",0.397744069999306,1,0.688911816351028,1,0.68888205474152,1,0.696768881261099,1,0.850090772908999,1,0.696768881261099,1,0.696530788385036,1,0,0,0.797720260711699,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",6,3,13,1,3,4,14,NA
"US-RC2","CRO",46.7776,-117.0807,799,9,550,"Dsb",-8,4,"SC","FC+SC",0.479755043227666,1,0.685254562920269,1,0.684714217098943,1,0.689085014409222,1,0.892014889529299,1,0.689085014409222,1,0.688628722382325,1,0,0,0.897034101825168,1,"Palouse grasslands","NA",8,13,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",6,3,13,1,3,4,14,NA
"US-RC3","CRO",46.991,-118.598,NA,10,280,"Dsb",-8,5,"SC","FC+SC",0.459871031746032,1,0.629027777777778,1,0.631160714285714,1,0.633690476190476,1,0.773561507936508,1,0.633690476190476,1,0.631517857142857,1,0,0,0.797351190476191,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,3,1,3,4,22,NA
"US-RC4","CRO",46.758,-116.949,817,9,680,"Dsb",-8,4,"SC","FC+SC",0.494704610951009,1,0.615718059558117,1,0.615646013448607,1,0.626008645533141,1,0.812247838616715,1,0.626008645533141,1,0.625840537944284,1,0,0,0.889000960614794,1,"Palouse grasslands","NA",8,13,"6.2.3","Columbia Mountains/Northern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,2,3,3,4,14,NA
"US-RC5","CRO",47.01,-119.248,349,11,230,"Dsb",-8,2,"SC","FC+SC",0.474742439348621,1,0.596855267530741,1,0.671215520106348,1,0.673209538052509,1,0.772287304752409,1,0.673209538052509,1,0.597789963443004,1,0,0,0.830757726819541,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.2","Columbia Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",6,4,2,3,3,4,8,NA
"US-Rls","CSH",43.1439,-116.7356,1608,8.4,333,"Bsh",-7,4,NA,"NEE",0.688605344098424,1,0.710219627066513,1,0.733612072279892,1,0.742611014994233,1,0.8212346212995,1,0.821210592079969,1,0.821210592079969,1,0,0,0.8212346212995,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,13,1,4,4,14,NA
"US-Rms","CSH",43.0645,-116.7486,2111,5.4,800,"Bsh",-7,4,NA,"NEE",0.644679930795848,1,0.670739619377163,1,0.725129757785467,1,0.741457612456747,1,0.778042099192618,1,0.778666858900423,1,0.778666858900423,1,0.772082852748943,1,0.778390522875817,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,13,1,4,4,4,5
"US-Ro1","CRO",44.7143,-93.0898,290,6.4,879,"Dfa",-6,13,NA,"NEE",0.721695795606093,1,0.750140380430968,1,0.77919474275286,1,0.916166561381343,1,0.925164069628694,1,0.972445953534077,1,0.930178283147329,1,0.0756431178493718,1,0.990296202709342,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,3,2,1,3,5,4,6
"US-Ro2","CRO",44.7288,-93.0888,292,6.4,879,"Dfa",-6,9,NA,"NEE",0.4184724756691,1,0.433223083941606,1,0.449741484184915,1,0.538631640308191,1,0.178299878345499,1,0.183520884022709,1,0.183520884022709,1,0,0,0.183508211678832,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",6,4,2,1,3,5,4,NA
"US-Ro3","CRO",44.7217,-93.0893,260,6.4,879,"Dfa",-6,4,"negligible","FC+SC",0.503764544832307,1,0.742642026009583,1,0.791210358202145,1,0.847379078256902,1,0.999985740360484,1,0.899997148072097,1,0.599760438056126,1,0,0,0.999957221081451,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,3,2,1,3,5,4,NA
"US-Ro4","GRA",44.6781,-93.0723,274,6.4,879,"Dfa",-6,7,NA,"NEE",0.653019488984487,1,0.701106439838352,1,0.711111654282362,1,0.84846336853083,1,0.886406596271673,1,0.92918947985921,1,0.826856016164776,1,0.477985269195672,1,0.952279689740581,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,3,1,1,3,5,4,6
"US-Ro5","CRO",44.691,-93.0576,283,6.4,879,"Dfa",-6,4,NA,"NEE",0.827130390143737,1,0.851400296600502,1,0.875413529545973,1,0.973862080766598,1,0.983259183207849,1,0.991458475929728,1,0.988991558293406,1,0.828855806525211,1,0.990503080082136,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,3,2,1,3,5,4,9
"US-Ro6","CRO",44.6946,-93.0578,282,6.4,879,"Dfa",-6,4,NA,"NEE",0.765157996805841,1,0.795616586812685,1,0.814082819986311,1,0.924980036504677,1,0.989490645676477,1,0.997404745608031,1,0.997390485968515,1,0.8172199406799,1,0.997404745608031,1,"Central tall grasslands","NA",8,5,"9.2.3","Western Corn Belt Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",4,3,2,1,3,5,4,8
"US-Rpf","DBF",65.1198,-147.429,497,-0.8,450,"Dwc",-9,13,NA,"NEE",0.519543316484134,1,0.545514778152204,1,0.731803741926425,1,0.750539700926706,1,0.753176776186465,1,0.918119032575119,1,0.918119032575119,1,0.92568800898624,1,0.859151221566976,1,"Interior Yukon-Alaska alpine tundra","NA",11,11,"6.1.1","Interior Highlands and Klondike Plateau","6.1","BOREAL CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,2,1,5,3,4,8
"US-Rwe","CSH",43.0653,-116.7591,2098,5.4,800,"Bsh",-7,4,"SC","FC+SC",0.3729815455594,1,0.535238850442138,1,0.557501922337562,1,0.809916858900423,1,0.397995963091119,1,0.932381776239908,1,0.932345732410611,1,0,0,0.927155420991926,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,13,1,3,4,4,NA
"US-Rwf","CSH",43.1207,-116.7231,1878,6.5,505,"Bsh",-7,4,NA,"NEE",0.764705882352941,1,0.796136101499423,1,0.832636485966936,1,0.842464436755094,1,0.826977604767397,1,0.832876778162245,1,0.832876778162245,1,0.769800076893502,1,0.826977604767397,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,13,1,4,4,4,4
"US-Rws","OSH",43.1675,-116.7132,1425,8.9,290,"Bsk",-7,4,NA,"NEE",0.712250096116878,1,0.755094194540561,1,0.789564109957709,1,0.803873510188389,1,0.81225970780469,1,0.794466070742022,1,0.794454056132257,1,0,0,0.81225970780469,1,"Snake-Columbia shrub steppe","NA",13,9,"10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,13,1,4,4,14,NA
"US-SCd","BSV",33.6518,-116.3721,275,NA,NA,NA,-8,8,"negligible","FC+SC",0.48125,1,0.839244994438265,1,0.889752502780868,1,0.906312569521691,1,0.854463292547275,1,0.919299221357063,1,0.896106785317019,1,0.573998887652948,1,0.726133203559511,1,"Sonoran desert","NA",13,10,"10.2.2","Sonoran Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",4,3,11,1,7,7,23,11
"US-SCg","GRA",33.7365,-117.6946,465,NA,NA,NA,-8,10,"negligible","FC+SC",0.554320221829884,1,0.794505150758431,1,0.919655591078028,1,0.927571270272993,1,0.924973358146045,1,0.938392369560953,1,0.938137880209742,1,0.685477671210362,1,0.973904237777884,1,"California coastal sage and chaparral","NA",12,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,5,1,4,6,2,5
"US-SCs","OSH",33.7343,-117.6959,470,NA,NA,NA,-8,10,"negligible","FC+SC",0.546452259388271,1,0.856775513882924,1,0.930216899153293,1,0.935354402930869,1,0.696107903484914,1,0.749752137975643,1,0.733523139974445,1,0.786653093901269,1,0.971820606214842,1,"California coastal sage and chaparral","NA",12,1,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,5,1,2,6,2,4
"US-SCw","OSH",33.6047,-116.4527,1281,NA,NA,NA,-8,10,"negligible","FC+SC",0.482665380067971,1,0.840894751631665,1,0.934584939372571,1,0.939293042293397,1,0.880584907561065,1,0.94263855236439,1,0.860151316731262,1,0.682123524078659,1,0.963310729490857,1,"California coastal sage and chaparral","NA",12,1,"11.1.3","Southern and Baja California Pine-Oak Mountains","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",4,3,24,2,6,6,24,5
"US-SdH","GRA",42.0693,-101.4072,1081,NA,NA,"Dsb",-6,6,NA,"NEE",0.591811131386861,1,0.604185675182482,1,0.604746426399027,1,0.563336374695864,1,0.919384884428224,1,0.932367700729927,1,0.932301170924574,1,0.932405717761557,1,0.93239621350365,1,"Nebraska Sand Hills mixed grasslands","NA",8,9,"9.3.4","Nebraska Sand Hills","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,4,1,1,3,4,5,8
"US-Seg","GRA",34.3623,-106.702,1596,13.667,273.304,"Bsk",-7,14,"negligible","FC+SC",0.552205546864815,1,0.867500162951375,1,0.916568895841481,1,0.954304360578803,1,0.94004204145483,1,0.950658323556251,1,0.943211445704602,1,0,0,0.937703689219137,1,"Colorado Plateau shrublands","NA",13,4,"10.1.7","Arizona/New Mexico Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,8,1,7,6,25,NA
"US-Ses","OSH",34.3349,-106.7442,1604,13.722,275.082,"Bsk",-7,14,"negligible","FC+SC",0.468411875896233,1,0.880597379741885,1,0.933352887498371,1,0.960639095293964,1,0.955225035849303,1,0.963930713075218,1,0.957025648546474,1,0,0,0.947334115499935,1,"Colorado Plateau shrublands","NA",13,4,"10.1.7","Arizona/New Mexico Plateau","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",4,3,8,1,7,6,25,NA
"US-SFP","CRO",43.2408,-96.902,386,NA,NA,NA,-6,3,"negligible","FC+SC",0.321776155717762,1,0.43200653892944,1,0.43742396593674,1,0.399863138686131,1,0.570692670316302,1,0.571491027980535,1,0.571491027980535,1,0.570597627737226,1,0.570673661800487,1,"Central tall grasslands","NA",8,5,"9.2.1","Aspen Parkland/Northern Glaciated Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",8,4,2,1,3,5,4,8
