"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xAB","US-xBL","US-xBL","US-xBR","US-xBR","US-xCL","US-xCL","US-xDC","US-xDC","US-xGR","US-xGR","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN"
35.5,30.65000025,2.9,22.66,28.42,14.5015,19.9875,7.25,23.042,5.95,15.395,6.317,4.752,4.734,4.202,3.454,41.249,13.101,24.109,10,9.45,8,14.275,16.025,11.3,12.825,16.1,12.8561033,5.116,4.5847731545,22.866,8.9505,24.45625,11,34.596125,34.15,50.233333,26,9,4.4,8.4,9.9,30.05,16,14.466,13.71,28.7865,3.80265,46,29.186665,22.73333,28.663335,28.37333,27.3,10.545,8.764,41.70576,7.3,21.1,40.53,42.593,89.717,77.5125,6.414862,19.642,11,19.9415,22.05,21.518,23.625,19.95,17.9,3.57386268333333,34.3,44.9,6.85,6.85,7.7754875,5.45611111111111,8.7,31.373402545,30.798945,33.361529805,12.4,26.6688333333333,17.784,21.361,18.855,13.89,38.07294,34.392,12.2666666666667,34.95,32.5,39.16665,85.8,19.1835986832,24.885025,14.245142,10.55,35.17652,17.94372,9.79,6.33,9.475,19.666113425,5.07,17.185,23.775,13.2,13.601,11.651,8,36.842,38.657821,0.132,0.1445,0.081,9.715,13.76925,6.9999,12.3,8.5005,22.9,33.3,32.716,3.41208725,9.715,11.4625,25.937,28.001,31.315,10.9025,46.35,29.8,30.99,28.735,28.3770833333333,28.3770833333333,19.37,19.37,29.1141666666667,29.1141666666667,28.8233333333333,28.8233333333333,25.365,25.365,28.8125,28.8125,13.9958333333333,13.9958333333333,22.838,22.838,24.71,24.71,14.4,14.4,37.9516666666667,37.9516666666667,18.295,18.295,21.647,32.9625,32.9625,12.275,12.275,5.09625,5.09625,31.13,31.13,12.07125,22.468,20.9366666666667,20.9366666666667,38.42,38.42,30.33,30.33
35.5,29.624999,2.9,22.655,28.325,14.4885,19.8916666666667,7.25,23.0345,5.85,15.395,6.318,4.756,4.5815,4.2035,3.4495,41.2415,13.101,24.10825,10,9.3,8,14.3,16.075,11.25,12.85,16.1,12.77222335,5.116,4.551967451,22.863,8.958,24.53625,11,34.5755,34.3666665,50.2083335,26.1,9,4.4,8.4,9.9,31,16,14.311,13.765,28.7925833333333,3.79455,46,29.298335,22.41666,28.716665,28.44,28.001,10.791,8.774,41.68677,7.2,21.225,40.6925,42.567,89.717,77.327,6.41418,19.6585,11,19.901,22.3,21.509,23.625,19.95,17.9,3.60001835,34.3,44.95,6.85,6.85,7.78942,5.67888888888889,9.15,31.4069715,30.823305,33.4362108,12.475,26.5125,17.7795,21.383,18.855,13.9298,38.129415,34.408,12.25,34.9,32.5,39.2386,85.85,19.188,24.71754,14.2643735,10.5,35.18588,17.94892,9.78,6.34,9.475,19.688249925,5.07,17.17,23.805,13.3,13.601,11.701,8,36.8375,38.6678385,0.1385,0.146,0.082,10.0505,13.665,7.01375,12.4,8.555,22.9,33.4,32.782,3.411237,9.7125,11.46,25.92,28.001,31.16666,10.9025,46.35,30.1,31.0575,28.735,28.4033333333333,28.4033333333333,19.33,19.33,29.1558333333333,29.1558333333333,29.95,29.95,25.90875,25.90875,29.2216666666667,29.2216666666667,14.32,14.32,23.073,23.073,25.0375,25.0375,13.26,13.26,37.7216666666667,37.7216666666667,18.08,18.08,21.8033333333333,33.01,33.01,12.8733333333333,12.8733333333333,5.20375,5.20375,31.075,31.075,12.45375,22.475,20.7766666666667,20.7766666666667,38.3775,38.3775,22.78,22.78
35.5,30.1249995,2.9,22.69,28.52,14.47875,19.875,7.25,23.031,5.15,15.395,6.319,4.76,4.429,4.205,3.445,41.2305,13.101,24.10625,10,9.3,8,14.3,16.05,11.25,12.85,16.1,12.75569665,5.116,4.537173049,22.8575,8.96,24.58,11,34.72925,34.3833335,50.2,26.1,9,4.4,8.4,9.9,31,16,14.446,13.87,28.8101666666667,3.7947,46,29.38,22.44333,28.738335,28.52667,27.701,11.391,8.7,42.339705,7.2,21.425,40.5495,42.617,89.717,77.2895,6.4130425,19.689,12,19.8075,21.95,21.5185,23.6255,19.95,17.9,3.62267988333333,34.3,45,6.85,6.85,7.7746155,5.84305555555556,9.65,31.3873724,30.89522,33.4476115,12.5,26.38,17.7755,21.383,18.855,13.89363,38.3437475,34.559,12.25,35.1,32.5,39.1946,85.8,19.188,24.597855,14.2643735,10.6,35.08968,17.94112,9.745,6.36,9.475,19.665243605,5.07,17.25,23.825,13.4,13.601,11.701,8.05,36.836,38.7741715,0.14,0.1485,0.082,10.4,13.48955,6.98045,12.45,8.546,22.9,33.35,32.87,3.4083355,9.705,11.4575,25.874,28.001,31.384,10.897,46.45,30.2155,30.895,28.64,28.3533333333333,28.3533333333333,19.365,19.365,29.6733333333333,29.6733333333333,30.175,30.175,25.3476666666667,25.3476666666667,28.6283333333333,28.6283333333333,14.5383333333333,14.5383333333333,23.3236666666667,23.3236666666667,24.575,24.575,12.4616666666667,12.4616666666667,37.8675,37.8675,19.2375,19.2375,21.79625,32.94,32.94,13.303,13.303,5.27,5.27,31.5125,31.5125,12.725,22.315,20.7583333333333,20.7583333333333,38.4433333333333,38.4433333333333,30.645,30.645
36,29.89999925,2.9,22.6,28.6375,14.457,19.9,7.25,23.0285,5.1,15.394,6.321,4.759,4.4305,4.209,3.4395,41.2185,13.101,24.1015,10,9,8,14.3,16.0125,11.25,12.8,16.25,12.75222835,5.116,4.542342999,22.8525,8.96,24.6975,11,34.75125,34.35,50.2,26.1505,9,4.4,8.4,9.9,31,16,14.862,13.932,28.8268333333333,3.7934,46,29.42,23.641665,28.731665,28.583335,28.001,11.981,8.6965,42.35583,7.3,21.625,40.539,42.613,89.717,77.271,6.422823,19.7535,12,19.7045,22.55,21.5135,23.6255,20,17.9,3.69463715,34.4,45.05,6.8,6.8,7.7644165,5.89444444444445,9.8,31.38177455,32.26864,33.4959432,12.55,26.4125,17.784,21.449,18.855,13.7884,38.9231075,34.53,12.325,34.7,32.45,39.15265,85.9,19.1818266096,24.428705,14.245142,10.7,34.96904,17.87664,9.775,6.36,9.47375,19.65362344,5.07,17.37,23.84,13.5,13.601,11.701,8.05,36.8395,38.8214165,0.14,0.153,0.0825,10.6,13.392425,6.937,12.55,8.5425,22.9,33.6,32.9085,3.40816975,9.7,11.455,25.8545,28.001,31.485665,10.894,46.35,30.24,30.645,29.175,28.7966666666667,28.7966666666667,19.49,19.49,29.6133333333333,29.6133333333333,30.15,30.15,24.626,24.626,28.6,28.6,14.7933333333333,14.7933333333333,23.7233333333333,23.7233333333333,24.3,24.3,9.02,9.02,37.99,37.99,18.1575,18.1575,22.0241666666667,32.9475,32.9475,12.7925,12.7925,5.3325,5.3325,31.0975,31.0975,9.355,22.296,20.8233333333333,20.8233333333333,38.77,38.77,22.175,22.175
36,29.57500025,2.9,22.57,28.7025,14.444,19.9291666666667,7.25,23.0265,5.05,15.393,6.323,4.758,4.432,4.213,3.434,41.221,13.101,24.1045,10,9,8,14.25,16.025,11.275,12.775,16.225,12.7786033,5.116,4.557044917,22.85,8.9675,24.755,11,34.75725,34.3666665,50.2,26.1505,9,4.4,8.4,9.9,31.05,16,15.388,14.012,28.8253333333333,3.79305,46,29.54,24.193335,28.71,28.45,28.6,11.909,8.693,42.430925,7.3,21.65,40.863,42.6585,89.717,77.1785,6.42214,19.7885,12,19.622,22.901,21.491,23.625,19.95,17.9,3.74716323333333,34.3,45.15,6.8,6.8,7.76769525,5.93972222222222,9.9,31.3845722,32.31157,33.57450771,13.0605,26.57375,17.8085,21.4935,18.8905,13.75314,38.8774525,34.364,12.45,34.7,32.65,39.11365,85.9,19.14144,24.235075,14.283605,10.7,34.6742,17.88132,9.83,6.37,9.47125,19.64948988,5.07,17.38,23.85,13.5,13.601,11.8,8.1,36.844,38.795272,0.14,0.154,0.083,10.75,13.3143,6.88,12.6,8.553,22.9,33.5,32.97725,3.407838,9.7,11.45,25.7695,28.001,31.50333,10.8995,46.75,30.2835,30.785,29.83,29.1333333333333,29.1333333333333,19.43,19.43,29.4683333333333,29.4683333333333,30.085,30.085,23.85525,23.85525,28.23,28.23,15.035,15.035,24.335,24.335,24.565,24.565,9.1475,9.1475,37.845,37.845,18.3825,18.3825,21.3333333333333,32.925,32.925,12.8025,12.8025,5.09833333333333,5.09833333333333,30.9933333333333,30.9933333333333,9.7125,22.6654166666667,20.8833333333333,20.8833333333333,38.4533333333333,38.4533333333333,30.62,30.62
35,26.4249995,2.9,22.57,28.6725,14.4505,19.9,7.25,23.0225,5.05,15.398,6.321,4.759,4.434,4.213,3.4325,41.3235,13.101,24.10275,10,9,8,14.25,16.075,11.25,12.75,16.35,12.7923633,5.116,4.5855377105,22.85,8.985,24.7575,12,34.776125,34.3666665,50.166667,26.1505,9,4.4,8.4,9.9,31,16,15.3195,14.131,28.8225,3.7948,46,29.47667,23.971665,28.7,28.39667,28.7,12.125,8.691,42.46088,7.05,21.7,40.6855,42.5815,89.717,77.1415,6.409403,19.79,12,19.5825,23.1005,21.4895,23.626,19.95,17.9,3.76864321666667,34.4,45.2,6.8,6.8,7.7528555,6.24694444444444,9.9,31.3873714,31.56065,33.6442636,13.1325,26.59,17.817,21.538,18.997,13.8286,38.880375,34.488,12.475,34.6,32.75,39.0989,85.9,19.14144,24.119985,14.283605,10.8,34.91184,17.94164,9.915,6.4,9.46875,19.6326,5.07,17.375,23.89,13.5,13.601,11.85,8,36.831,38.755406,0.14,0.1545,0.083,10.7,13.31985,6.84175,12.7,8.5715,22.9,33.4,32.98825,3.41019225,9.7,11.4475,25.727,28.001,31.1345,10.912,46.4,30.335,30.58,29.4275,29.3175,29.3175,19.41,19.41,29.2166666666667,29.2166666666667,29.72,29.72,23.4975,23.4975,27.9883333333333,27.9883333333333,14.4416666666667,14.4416666666667,24.0783333333333,24.0783333333333,24.665,24.665,9.055,9.055,37.6770833333333,37.6770833333333,18.825,18.825,21.7475,32.9375,32.9375,12.6833333333333,12.6833333333333,5.24041666666667,5.24041666666667,30.123,30.123,10.1375,22.661,20.8833333333333,20.8833333333333,38.5333333333333,38.5333333333333,30.49,30.49
34.5,26.19999975,2.9,22.53,28.66,14.457,20.0083333333333,7.25,23.0165,5.05,15.403,6.319,4.76,4.436,4.213,3.431,41.297,13.101,24.10275,10,9,8,14.275,16.0375,11.3,12.75,16.925,12.787915,5.116,4.6236757675,22.85,8.991,24.74625,12,34.7735,34.4166665,50.166667,26.1005,9,4.4,8.4,9.9,31,16,15.714,14.273,28.8154166666667,3.79395,46.1,29.418335,23.825,28.655,28.581665,27.801,12.196,8.719,42.374845,6.95,21.7,40.728,42.492,89.717,77.123,6.4079255,19.8015,12,19.5135,22.5,21.4885,23.626,19.95,17.9,3.73351823333333,34.3,45.2,6.8,6.9,7.7609115,6.23305555555556,9.8,31.3957699,31.584625,33.6758046,12.7,26.60375,17.8255,21.582,19.0325,13.975,38.3959,34.547,12.5166666666667,34.6,32.9,39.21965,85.8,19.14144,24.07504,14.283605,10.8,34.97736,18.0056,10.01,6.425,9.4665,19.637934375,5.07,17.375,23.9,13.5,13.601,11.9,8,36.8255,38.7212685,0.14,0.154,0.082,10.6,13.38125,6.8143,12.7,8.576,22.9,33.3,32.99375,3.41249675,9.7,11.4425,25.853,28.001,31.12934,10.9175,46.35,30.337,30.235,28.985,29.405,29.405,19.355,19.355,29.345,29.345,30.305,30.305,23.32875,23.32875,29.5525,29.5525,15.03,15.03,24.176,24.176,24.675,24.675,9.075,9.075,37.33,37.33,18.35375,18.35375,21.27,32.94,32.94,12.5391666666667,12.795,5.33875,5.33875,29.965,29.965,10.54125,21.1453333333333,20.8933333333333,20.8933333333333,38.7633333333333,38.7633333333333,30.35,30.35
34.5,23.80000025,2.9,22.455,28.6325,14.549,20.0833333333333,7.25,23.013,5.35,15.398,6.318,4.756,4.437,4.212,3.429,41.2965,13.101,24.1035,10,9,8,14.25,16.025,11.3,12.75,17.025,12.86,5.116,4.655102702,22.8425,8.993,24.66875,11,34.7465,34.383333,50.133333,26.05,9,4.4,8.4,9.9,31,16,15.772,14.303,28.8155833333333,3.7942,46.4005,29.458335,23.656665,28.63167,28.5,28.2505,12.196,8.717,42.32433,6.9,21.6,41.2075,42.381,89.717,77.123,6.407584,19.801,12,19.4295,22.55,21.4875,23.626,19.95,17.9,3.6629638,34.4,45.2,6.8,6.9,7.75390025,6.14694444444444,9.7,31.40417085,31.593755,33.6157397,12.7,26.6775,17.841,21.6265,19.068,14.275,38.7685375,34.569,12.5666666666667,34.4,32.6,39.2822,85.9,19.1541452928,23.6399,14.283605,10.65,35.01428,17.98168,10.095,6.46,9.464,19.63282169,5,17.375,23.88,13.5,13.601,11.8,7.95,36.8215,38.6799645,0.1405,0.153,0.0815,10.4,13.433075,6.8345,12.6,8.557,22.9,33.3,32.969,3.436124,9.7,11.4425,25.8125,28.001,31.13867,10.921,46.5,30.354,30.31,0.7,28.7266666666667,28.7266666666667,19.37,19.37,29.3166666666667,29.3166666666667,30.03,30.03,23.60625,23.60625,28.82,28.82,14.8325,14.8325,24.135,24.135,24.34,24.34,9.61,9.61,38.01,38.01,18.22,18.22,21.54875,32.915,32.915,13.6475,13.6475,5.2825,5.2825,29.885,29.885,10.395,22.575,20.8316666666667,20.8316666666667,38.805,38.805,30.47,30.47
34.5,23.62500025,2.9,22.555,28.56,14.52575,20.1416666666667,7.25,23.011,5.325,15.393,6.317,4.752,4.438,4.211,3.427,41.2925,13.101,24.10525,10,9,8,14.275,16.025,11.325,12.8,17.075,12.9312517,5.116,4.666795533,22.84,9.003,24.76875,11,34.700625,34.3333335,50.133333,26.05,9,4.4,8.4,9.9,30.5,16,15.903,14.266,28.8315,3.7928,46.5005,29.281665,23.48833,28.618335,28.558335,28.75,12.576,8.714,42.28468,6.95,21.55,41.7135,42.341,89.717,77.1415,6.4071295,19.795,12,19.3945,22.401,21.491,23.6265,19.95,17.85,3.60127098333333,34.4,45.2,6.8,6.8,7.760126,5.98222222222222,9.5,31.4349947,31.598445,33.6157397,12.75,26.675,17.8735,21.649,19.068,14.3675,38.7252675,34.513,12.5416666666667,34.4,32.8,39.22955,85.9,19.14144,23.715435,14.283605,10.55,35.03664,18.07008,10.16,6.47,9.4605,19.646935845,5.015,17.355,23.85,13.5,13.601,11.85,8,36.833,38.65571,0.14,0.1515,0.081,10.1505,13.5075,6.8537,12.6,8.534,22.9,33.2,32.892,3.435207,9.7,11.4375,25.78,28.001,31.14133,10.8905,46.5,30.331,30.49,27.685,28.75875,28.75875,19.38,19.38,29.5816666666667,29.5816666666667,29.8458333333333,29.8458333333333,23.85,23.85,29.295,29.295,14.7166666666667,14.7166666666667,24.052,24.052,24.74,24.74,13.375,13.375,37.815,37.815,18.425,18.425,22.438,32.87,32.87,13.325,13.325,5.21,5.21,30.6503333333333,30.6503333333333,12.03625,22.4195833333333,20.7566666666667,20.7566666666667,38.6933333333333,38.6933333333333,22.7,22.7
34,23.45000025,2.9,22.49,28.5325,14.545,20.175,7.25,23.0115,5.325,15.3965,6.316,4.752,4.439,4.2065,3.426,41.2775,13.101,24.106,10,9,8,14.3,16.0125,11.3,12.8,17.075,12.899305,5.116,4.671158118,22.84,9.0175,24.80125,11,34.6675,34.2666665,50.133333,26,9,4.4,8.4,9.9,30.5,16,16.185,14.288,28.806,3.79035,46.551,29.3,23.416665,28.611665,28.501665,28.8,12.196,8.7115,42.26831,7.25,21.5,41.6455,42.2775,89.717,77.1415,6.403377,19.796,12,19.368,22.6,21.491,23.627,19.95,17.85,3.57587155,34.4,45.2,6.8,6.9,7.73559025,5.89305555555555,9.4,31.4321896,31.61676,33.6157397,12.825,26.67125,17.8925,21.649,19.068,14.385,38.593,34.583,12.5583333333333,34.4,32.8,39.2188,85.9,19.14144,23.76179,14.283605,10.8,34.92172,17.96452,10.235,6.44,9.45825,19.5236365,5.015,17.34,23.855,13.5,13.601,11.8,7.95,36.837,38.634976,0.14,0.1505,0.08,10,13.53935,6.8573,12.5,8.516,22.9,33.2,32.9415,3.43472475,9.7,11.4375,25.7075,28.001,31.122665,10.8915,46.65,30.4055,30.8575,14.56,29.09,29.09,18.445,18.445,30.515,30.515,27.145,27.145,23.889,23.889,29.745,29.745,14.6408333333333,14.6408333333333,23.49575,23.49575,24.92,24.92,14.34,14.34,37.86,37.86,18.31,18.31,22.58125,32.885,32.885,12.9616666666667,12.9616666666667,5.15125,5.15125,30.2263333333333,30.2263333333333,12.5925,21.7553333333333,20.8933333333333,20.8933333333333,38.4416666666667,38.4416666666667,30.41,30.41
34,23.275,2.9,22.46,28.4725,14.545,20.1,7.25,23.009,5.55,15.4,6.315,4.752,4.44,4.202,3.425,41.2705,13.101,24.10725,10,9,8,14.3,15.975,11.35,12.8,17.05,12.89555335,5.116,4.6792412755,22.8375,9.0225,24.69875,11,34.621,34.183333,50.125,26,9,4.4,8.4,9.9,30.5,16,15.817,14.275,28.86675,3.79995,46.2,29.31333,23.25666,28.601665,28.45333,28.8,12.196,8.7095,42.23547,7.45,21.4,41.609,42.2775,89.717,77.1785,6.403718,19.794,12,20.439,22.4505,21.496,23.627,19.95,17.85,3.55788953333333,34.4,45.2,6.8,6.8,7.72417,5.82694444444444,9.3,31.443404,30.71201,33.6758046,12.85,26.66875,17.911,21.649,19.068,14.48833375,38.35309,34.653,12.55,34.4,32.9,39.2081,85.9,19.14144,23.4001,14.283605,10.8,35.04444,18.0004,10.295,6.44,9.45525,19.48679375,5,17.33,23.855,13.5,13.601,11.8,8,36.8415,38.6139665,0.14,0.1495,0.08,9.98,13.605875,6.8769,12.5,8.5015,22.9,33.15,32.903,3.434092,9.7,11.4325,25.842,28.001,31.119665,10.8945,46.6,30.3025,30.7,0.71,28.77,28.77,19.34,19.34,29.94,29.94,27.015,27.015,25.6220833333333,25.6220833333333,29.285,29.285,14.4433333333333,14.4433333333333,23.36,23.36,24.93,24.93,14.88,14.88,37.975,37.975,20.9391666666667,20.9391666666667,21.6265,32.8725,32.8725,12.82,12.82,5.09875,5.09875,30.97325,30.97325,12.9275,21.8345,21.0366666666667,21.0366666666667,38.4066666666667,38.4066666666667,30.45,30.45
34,23.10000025,2.9,22.41,28.4025,14.54475,20.0166666666667,7.25,23.0065,5.55,15.391,6.316,4.755,4.439,4.2025,3.4245,41.2895,13.101,24.1085,10,9,8,14.3,15.975,11.3,12.75,17.025,12.89749665,5.116,4.674046852,22.835,9.0275,24.68,11,34.598375,34.183333,50.1166665,26,9,4.4,8.4,9.9,30.5,16,15.818,14.214,28.8024166666667,3.8003,46,29.231665,23.53333,28.59333,28.31667,28.85,12.266,8.707,42.196375,7.7,21.35,41.1335,42.2,89.717,77.271,6.403946,19.7905,12,20.3855,23.3,21.496,23.627,19.95,17.9,3.54325151666667,34.5,45.2,6.75,6.75,7.7393285,5.73055555555556,9.2,31.46023305,30.70498,33.6758046,12.85,26.695,17.9275,21.649,19.068,14.54,38.1045825,34.63,12.5166666666667,34.4,32.9,39.17075,85.9,19.14144,23.4006,14.283605,10.8,35.06888,18.08516,10.14,6.46,9.4275,19.479325625,5,17.315,23.84,13.5,13.601,11.9,7.9,36.846,38.5968665,0.14,0.149,0.08,9.9,13.618875,6.89185,12.4,8.482,22.9,33.05,32.83425,3.4329925,9.7,11.4325,25.8125,28.001,31.14467,10.8965,46.75,30.2565,30.51,29.32,29.1425,29.1425,19.37,19.37,29.5216666666667,29.5216666666667,27.1,27.1,25.875,25.875,29.2433333333333,29.2433333333333,14.3383333333333,14.3383333333333,23.564,23.564,24.73,24.73,14.9975,14.9975,37.925,37.925,20.2775,20.2775,21.3775,32.86,32.86,13.035,13.035,5.2525,5.2525,31.1025,31.1025,13.3891666666667,22.12625,21.0583333333333,21.0583333333333,38.3933333333333,38.3933333333333,30.31,30.31
34,22.9000005,2.9,22.3425,28.365,14.53375,20.025,7.25,23.0035,5.475,15.382,6.317,4.758,4.438,4.203,3.424,41.2475,13.0505,24.11,10,9,8,14.25,15.9375,11.35,12.775,16.95,12.915965,5.116,4.6722402705,22.835,9.025,24.65875,11,34.571375,34.15,50.125,26,9,4.4,8.4,9.9,30.5,16,15.16,14.183,28.852375,3.82495,46.2005,29.251665,23.63667,28.588335,28.49,28.95,12.196,8.7045,42.13977,7.7,21.35,40.8945,42.25,89.717,77.271,6.4038325,19.7865,12,20.315,22.5,21.521,23.6715,19.95,17.9,3.5304355,34.45,45.2,6.75,6.75,7.72005725,5.65611111111111,9.1,31.4714573,30.69642,33.67784405,12.775,26.72,17.934,21.604,19.068,14.475,38.08717,34.685,12.5166666666667,34.4,32.85,39.1399,85.9,19.14144,23.40119,14.283605,10.6,35.13596,17.9796,9.9,6.45,9.42475,19.5486725,5,17.265,23.83,13.4,13.651,11.85,7.9,36.85,38.5861655,0.14,0.148,0.0795,9.83,13.65025,6.88285,12.4,8.4665,22.9,33,32.76,3.43142625,9.7,11.4275,25.786,28.001,31.14433,10.9,46.45,30.281,30.5775,28.74,28.925,28.925,19.51,19.51,29.465,29.465,29.025,29.025,23.13125,23.13125,29.0525,29.0525,14.47,14.47,23.25525,23.25525,24.5,24.5,14.9025,14.9025,37.9033333333333,37.9033333333333,20.025,20.025,22.7475,32.8575,32.8575,12.2316666666667,12.445,5.20625,5.20625,29.736,29.736,11.96375,21.485,21.02,21.02,38.695,38.695,30.3,30.3
34,23.075,2.9,22.29,28.2725,14.4945,20.05,7.3,22.9925,5.45,15.382,6.317,4.758,4.438,4.203,3.424,41.2355,13,24.1105,10,9.15,8,14.25,15.925,11.35,12.75,16.875,12.96902665,5.116,4.6739733225,22.835,9.025,24.63375,11,34.550375,34.083333,50.133333,26,9,4.4,8.4,9.9,29,16,15.027,14.126,28.822375,3.8003,46.6505,29.40333,24.071665,28.568335,28.42667,28.9,12.125,8.675,42.087585,7.65,21.3,40.8375,42.3,89.717,77.271,6.404969,19.7825,12,20.236,22.5505,21.5215,23.716,19.95,17.9,3.5178392,34.45,45.2,6.75,6.75,7.708837,5.50972222222222,9.1,31.48830115,30.660755,33.7359809,12.65,26.71875,17.9295,21.604,19.068,14.445,38.1089425,34.649,12.5166666666667,34.35,32.8,39.11735,85.9,19.14144,23.43564,14.283605,10.6,35.02156,17.95568,9.81,6.39,9.42175,19.5230675,5,17.25,23.815,13.5,13.701,11.8,8,36.8545,38.579227,0.14,0.147,0.0795,9.75,13.6687,6.87395,12.3,8.465,22.9,32.95,32.738,3.42921075,9.7,11.58,26.291,28.001,31.256335,10.9025,46.45,30.235,30.8275,28.68,29.1516666666667,29.1516666666667,19.39,19.39,29.4633333333333,29.4633333333333,29.745,29.745,23.4266666666667,23.4266666666667,26.835,26.835,14.2525,14.2525,22.861,22.861,24.635,24.635,15.0425,15.0425,38.03,38.03,19.65,19.65,21.85,32.8525,32.8525,12.1558333333333,12.1558333333333,5.42833333333333,5.42833333333333,30.7395833333333,30.7395833333333,12.10625,21.6925,20.9583333333333,20.9583333333333,38.5141666666667,38.5141666666667,30.47,30.47
36,7,2.9,22.3925,27.18,13.8315,20.3166666666667,8.45,18.7355,5.05,14.845,5.973,4.576,4.69,4.004,3.332,39.913,9.3,24.28325,10,9.4,8,13.35,9.95,9.1,11.1,15.15,12.3543017,6.224,4.5396257295,21.621,10.1175,22.7475,13,32.33,35.7166665,50.0333335,26,8,4.4,8.4,9.8,27,15,8.045,13.7405,29.0535,3.40105,47,31.525,27.194995,28.8,28.46833,30.1,13.038,8.534,37.31428,10.2,27.5005,43.511,41.654,89.6985,70.752,6.4920695,19.7195,10,20.0595,25.1,21.56,25.42,19.5,18,4.32782013333333,31.6,37.85,6.7,6.7,7.11965725,5.94166666666666,8.15,34.4915638,33.35901375,33.32962023,8.8,27.76125,17.801,21.649,18.855,14.7185,38.1935,33.07,13.8333333333333,33.65,32.6,37.4685,86.9,18.81552,21.804985,14.591,13.7,30.301,18.77624,10.79,6.46,8.0605,20.107715,5.485,15.125,23.615,12.74,14.5,11.3,7.7,36.5155,39.5106005,0.12,0.12,0.055,9.06,12.51,6.69955,11,7.897,22.4,35.05,35.39725,3.230816,9.5,11.475,24.938,28.001,30.462835,9.9535,44.4,30.1,32.0283333333333,30.665,27.9158333333333,27.9158333333333,17.82,17.82,31.1566666666667,31.1566666666667,21.86,21.86,20.84,20.84,29.03875,29.03875,13.2625,13.2625,28.82,28.82,30.545,30.545,15.2016666666667,15.2016666666667,37.2320833333333,37.2320833333333,26.31,26.31,22.14175,31.42,31.42,13.59875,13.59875,6.04916666666667,6.04916666666667,29.736,29.736,12.085,21.66875,20.5833333333333,20.5833333333333,39.2,39.2,26.0775,26.0775
