Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-Ro4,SW_IN,2015,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro4,SW_OUT,2015,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro4,LW_IN,2015,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Ro4,LW_OUT,2015,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Sne,WTD,,-.8,WTD-Press,,,5-5
US-Ro4,USTAR,,2.6,SA-Campbell CSAT-3,,,8-5
US-Ro5,USTAR,,2.45,SA-Campbell CSAT-3,,,8-5
US-Ro5,FC,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,SC,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,H,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,SH,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,LE,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,SLE,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,H2O,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,ZL,,2.45,SA-Campbell CSAT-3,,,8-5
US-Ro5,LE_PI_F,,2.45,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro5,TA,,3,TEMP-ElectResis,,Vaisala HMP155A,8-5
US-Ro5,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,8-5
US-Ro5,TS_1_1_1,,-0.025,TEMP-TCouple,,Type T,8-5
US-Ro5,TS_1_2_1,,-0.05,TEMP-TCouple,,Type T,8-5
US-Ro5,TS_1_3_1,,-0.075,TEMP-TCouple,,Type T,8-5
US-Ro5,TS_1_4_1,,-0.1,TEMP-TCouple,,Type T,8-5
US-Ro5,NETRAD,,3.7,,,Kipp and Zonen CNR4 components,8-5
US-Ro5,RH,,3,RH-Capac,,Vaisala HMP155A,8-5
US-Ro5,P,,,PREC-WeightGauge,,Geonor T200,8-5
US-Ro5,WS,,2.45,SA-Campbell CSAT-3,,,8-5
US-Ro5,SW_IN,,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro5,SW_OUT,,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro5,LW_IN,,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Ro5,LW_OUT,,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Ro5,WD,,2.45,SA-Campbell CSAT-3,,,8-5
US-Ro5,PPFD_IN,,3.7,RAD-PAR Quantum,,Kipp and Zonen PQS1 PAR Sensor,8-5
US-Ro5,PA,,,PRES-ElectBar,,Vaisala PTB-110 ,8-5
US-Ro5,T_CANOPY,,,TEMP-Other,,Apogee Infrared Radiometer,8-5
US-Ro5,SWC,,-0.1,SWC-TDR,,Campbell Scientific CS650,8-5
US-Ro5,CO2,,2.45,,,,8-5
US-Ro6,USTAR,,2.31,SA-Campbell CSAT-3,,,8-5
US-Ro6,FC,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,SC,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,H,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,SH,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,LE,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,SLE,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,CO2,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,H2O,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,ZL,,2.31,SA-Campbell CSAT-3,,,8-5
US-Ro6,LE_PI_F,,2.31,GA_OP-LI-COR LI-7500RS,,,8-5
US-Ro6,TA,,3,TEMP-ElectResis,,Vaisala HMP45C,8-5
US-Ro6,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,8-5
US-Ro6,TS_1_1_1,,-0.025,TEMP-TCouple,,Type T,8-5
US-Ro6,TS_1_2_1,,-0.05,TEMP-TCouple,,Type T,8-5
US-Ro6,TS_1_3_1,,-0.075,TEMP-TCouple,,Type T,8-5
US-Ro6,TS_1_4_1,,-0.1,TEMP-TCouple,,Type T,8-5
US-Ro6,NETRAD,,3.7,,,Kipp and Zonen CNR4 Components,8-5
US-Ro6,RH,,3,RH-Capac,,Vaisala HMP45C,8-5
US-Ro6,P,,,PREC-WeightGauge,,Geonor T200,8-5
US-Ro6,WS,,2.31,SA-Campbell CSAT-3,,,8-5
US-Ro6,WD,,2.31,SA-Campbell CSAT-3,,,8-5
US-Ro6,SW_IN,,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro6,SW_OUT,,3.7,RAD-SW Pyran Class2,,Kipp and Zonen CNR4,8-5
US-Ro6,LW_IN,,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Ro6,LW_OUT,,3.7,RAD-LW Pyrgeom,,Kipp and Zonen CNR4,8-5
US-Ro6,PPFD_IN,,3.7,RAD-PAR Quantum,,Kipp and Zonen PQS1 PAR Sensor,8-5
US-Ro6,T_CANOPY,,,TEMP-Other,,Apogee Infrared Radiometer,8-5
US-Ro6,SWC,,-0.1,SWC-TDR,,Campbell Scientific CS650,8-5
US-Bi2,PPFD_OUT,,,RAD-PAR Quantum,,,4-5
US-Sne,CH4,,5.42,GA_OP-LI-COR LI-7700,,,5-5
US-NC2,WD_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,WD_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,WD_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,USTAR_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,USTAR_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,USTAR_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,WS_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,WS_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,WS_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,ZL_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,ZL_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,ZL_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,WS_MAX_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,WS_MAX_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,WS_MAX_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,WS_MAX_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,TAU_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,TAU_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,TAU_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,TAU_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,MO_LENGTH_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,MO_LENGTH_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,MO_LENGTH_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,MO_LENGTH_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,U_SIGMA_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,U_SIGMA_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,U_SIGMA_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,V_SIGMA_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,V_SIGMA_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,V_SIGMA_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,V_SIGMA_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,W_SIGMA_1_1_1,,22.5,SA-Campbell CSAT-3,,,6-5
US-NC2,W_SIGMA_1_1_1,20100520,25.6,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,W_SIGMA_1_1_1,20120417,22.4,SA-Campbell CSAT-3,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,W_SIGMA_1_1_1,20150514,27,SA-Campbell CSAT-3,,The Sonic was raised to a higher point,6-5
US-NC2,PA_1_1_1,20100520,25.6,GA_OP-LI-COR LI-7500,,The IRGA was raised to a higher point,6-5
US-NC2,PA_1_1_1,20120417,22.4,GA_OP-LI-COR LI-7500,,Unit resinstalled after tower was rebuilt,6-5
US-NC2,PA_1_1_1,20150312,22.4,GA_OP-LI-COR LI-7500A,,Upgraded unit returned to site,6-5
US-NC2,PA_1_1_1,20150514,27,GA_OP-LI-COR LI-7500A,,Unit borrowed from AmeriFlux while 75H-0755 was being repaired; Repaired unit returned to site and 75H-2399 removed on 20150618,6-5
US-NC2,RH_1_1_1,20120329,23,RH-Capac,,,6-5
US-NC2,TA_1_1_1,20120329,23,TEMP-ElectResis,,,6-5
US-NC2,VPD_PI_1_1_1,20120329,23,RH-Capac,,,6-5
US-NC2,NETRAD_1_1_1,20120417,26.9,RAD-Pyrrad-SW+LW,,Unit reinstalled after the tower was rebuilt,6-5
US-NC2,PPFD_IN_1_1_1,20100708,22.4,RAD-PAR Quantum,,Replaced li-190. Model = Kipp and Zonen par lite,6-5
US-NC2,PPFD_IN_1_1_1,20120308,23,RAD-PAR Quantum,,moved to new height,6-5
US-NC2,TS_1_2_1,20120223,-0.1,TEMP-Thermis,,,6-5
US-NC2,T_SONIC_1_1_1,,22.5,,,,6-5
US-NC2,T_SONIC_1_1_1,20100520,25.6,,,The Sonic was raised to a higher point,6-5
US-NC2,T_SONIC_1_1_1,20120417,22.4,,,Sonic resinstalled after tower was rebuilt,6-5
US-NC2,T_SONIC_1_1_1,20150514,27,,,The Sonic was raised to a higher point,6-5
US-NC2,LW_IN_1_1_1,20120417,26.9,RAD-Pyrrad-SW+LW,,Unit reinstalled after the tower was rebuilt,6-5
US-NC2,LW_OUT_1_1_1,20120417,26.9,RAD-Pyrrad-SW+LW,,Unit reinstalled after the tower was rebuilt,6-5
US-NC2,SW_IN_1_1_1,20120417,26.9,RAD-Pyrrad-SW+LW,,Unit reinstalled after the tower was rebuilt,6-5
US-NC2,SW_OUT_1_1_1,20120417,26.9,RAD-Pyrrad-SW+LW,,Unit reinstalled after the tower was rebuilt,6-5
US-NC2,NEE_PI_1_1_1,20100520,25.6,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,The IRGA and sonic were raised to a higher point,6-5
US-NC2,NEE_PI_1_1_1,20120417,22.4,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,Unit resinstalled after tower was rebuilt,6-5
US-NC2,NEE_PI_1_1_1,20150312,22.4,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Upgraded IRGA returned to site,6-5
US-NC2,NEE_PI_1_1_1,20150514,27,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Instruments raised to higher point,6-5
US-NC2,P_1_1_1,20120308,25.5,RAIN-TipBucGauge,,TE525mm,6-5
US-NC2,RECO_PI_1_1_1,,22.5,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,6-5
US-NC2,RECO_PI_1_1_1,20100520,25.6,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,The IRGA and sonic were raised to a higher point,6-5
US-NC2,RECO_PI_1_1_1,20120417,22.4,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,Unit resinstalled after tower was rebuilt,6-5
US-NC2,RECO_PI_1_1_1,20150312,22.4,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Upgraded IRGA returned to site,6-5
US-NC2,RECO_PI_1_1_1,20150514,27,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Instruments raised to higher point,6-5
US-NC2,GPP_PI_1_1_1,,22.5,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,6-5
US-NC2,GPP_PI_1_1_1,20100520,25.6,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,The IRGA and sonic were raised to a higher point,6-5
US-NC2,GPP_PI_1_1_1,20120417,22.4,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,Unit resinstalled after tower was rebuilt,6-5
US-NC2,GPP_PI_1_1_1,20150312,22.4,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Upgraded IRGA returned to site,6-5
US-NC2,GPP_PI_1_1_1,20150514,27,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,Instruments raised to higher point,6-5
US-Tw4,FCH4,20150720,5.36,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,7-5
US-Tw4,FCH4_PI_F,20150720,5.36,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,7-5
US-Tw4,FC_PI_F,20150720,5.36,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Tw4,FH2O,20150720,5.36,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,7-5
US-Tw4,FH2O_PI_F,20150720,5.36,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,7-5
US-Tw4,H,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,H2O,20150720,5.36,GA_OP-LI-COR LI-7500A,,,7-5
US-Tw4,H_PI_F,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,LE,20150720,5.36,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Tw4,LE_PI_F,20150720,5.36,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Tw4,TAU,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,USTAR,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,USTAR_PI_F,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,V_SIGMA,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,WS,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,W_SIGMA,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,WD,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,WD_PI_F,20150720,5.36,SA-Gill Windmaster,,,7-5
US-Tw4,CO2,20150720,5.36,GA_OP-LI-COR LI-7500A,,,7-5
US-Myb,CO2,20120424,5.44,GA_OP-LI-COR LI-7500A,,,7-5
US-Myb,FC,20120424,5.44,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Myb,FCH4,20120424,5.44,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,7-5
US-Myb,FCH4_PI_F,20120424,5.44,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,7-5
US-Myb,FC_PI_F,20120424,5.44,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Bi1,V_SIGMA,,3.9,SA-Gill Windmaster,,,2-5
US-Myb,FH2O,20120424,5.44,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster Pro,7-5
US-Myb,FH2O_PI_F,20120424,5.44,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster Pro,7-5
US-Myb,H,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,H2O,20120424,5.44,GA_OP-LI-COR LI-7500A,,,7-5
US-Myb,H_PI_F,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,LE,20120424,5.44,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-Bi1,VPD_PI,,,RH-Capac,,Temp-ElectResis,2-5
US-Myb,TAU,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,USTAR,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,V_SIGMA,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,WS,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,W_SIGMA,20120424,5.44,SA-Gill Windmaster,,,7-5
US-Myb,WD,20120424,5.44,SA-Gill Windmaster,,,7-5
US-KFS,CO2_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,VPD_PI_F_1_1_1,,3,RH-Capac,,,6-5
US-KFS,SWC_PI_F_1_1_1,,-0.06,SWC-TDR,,,6-5
US-KFS,NETRAD_PI_F_1_1_1,,3,RAD-Pyrrad-SW+LW,,,6-5
US-KFS,PPFD_IN_PI_F_1_1_1,,3,RAD-PAR Quantum,,,6-5
US-Bi1,W_SIGMA,,3.9,SA-Gill Windmaster,,,2-5
US-Bi1,WD,,3.9,SA-Gill Windmaster,,,2-5
US-KFS,SH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,SLE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,PBLH_3_1_1,,2,PBLH-Ceilometer,,,6-5
US-KFS,G_PI_F_2_1_1,,-0.06,SOIL_H-Plate_AUTO,,,6-5
US-Twt,FC,20120507,3.18,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,6-5
US-Twt,FCH4,20120507,3.18,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,6-5
US-Twt,FCH4_PI_F,20120507,3.18,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,6-5
US-Twt,FC_PI_F,20120507,3.18,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,6-5
US-Twt,FH2O,20120507,3.18,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,6-5
US-Twt,FH2O_PI_F,20120507,3.18,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,6-5
US-Twt,H,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,H2O,20120507,3.18,GA_OP-LI-COR LI-7500A,,,6-5
US-Twt,H_PI_F,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,LE,20120507,3.18,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,6-5
US-Twt,LE_PI_F,20120507,3.18,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,6-5
US-Twt,TAU,20120507,3.18,SA-Gill Windmaster,,undefined,6-5
US-Twt,USTAR,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,V_SIGMA,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,WD,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,WS,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,W_SIGMA,20120507,3.18,SA-Gill Windmaster,,,6-5
US-Twt,CO2,20120507,3.18,GA_OP-LI-COR LI-7500A,,,6-5
US-KFS,G_PI_F_2_2_1,,-0.08,SOIL_H-Plate_AUTO,,,6-5
US-KFS,TS_PI_F_2_1_1,,-0.06,TEMP-Thermis,,,6-5
US-KFS,TS_PI_F_2_2_1,,-0.08,TEMP-Thermis,,,6-5
US-KFS,RH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,PA_PI_F_1_1_1,,3,PRES-ElectBar,,,6-5
US-KLS,CO2_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,ALB_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,FC_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,G_4_1_1,,-0.08,SOIL_H-Plate_AUTO,,,1-5
US-KLS,G_4_2_1,,-0.08,SOIL_H-Plate_AUTO,,,1-5
US-KLS,GPP_PI_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,H_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,H2O_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,LE_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,LW_IN_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,LW_OUT_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,NEE_PI_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,NETRAD_1_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-Kon,VPD_PI,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-KLS,PA_1_1_1,,3,PRES-ElectBar,,,1-5
US-KLS,PPFD_IN_2_1_1,,2.5,RAD-PAR Quantum,,,1-5
US-KLS,PPFD_OUT_2_1_1,,2.5,RAD-PAR Quantum,,,1-5
US-KLS,SC_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,SH_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,SWC_3_1_1,,-0.02,SWC-TDR,,,1-5
US-KLS,SWC_3_2_1,,-0.06,SWC-TDR,,,1-5
US-KLS,SW_IN_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,SW_OUT_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,TA_1_1_1,,3,TEMP-IntegratedCircuit,,,1-5
US-KLS,USTAR_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-UMB,RH,,46,RH-Other,,,14-5
US-UMB,SWC_1_3_1,,-0.15,SWC-TDR,,Campbell SCI CS-615. Integrated from 0-30 cm,14-5
US-UMB,TS_1_6_1,,-1,SWC-Other,,,14-5
US-KFS,WD_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,6-5
US-KFS,WS_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,6-5
US-KFS,NEE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,SC_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,SW_OUT_PI_F_1_1_1,,3,RAD-Pyrrad-SW+LW,,,6-5
US-KFS,PPFD_OUT_PI_F_1_1_1,,3,RAD-PAR Quantum,,,6-5
US-KFS,ALB_1_1_1,,3,RAD-Pyrrad-SW+LW,,,6-5
US-KFS,ALB_PI_F_1_1_1,,3,RAD-Pyrrad-SW+LW,,,6-5
US-KFS,H2O_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500,,,6-5
US-KFS,ZL_1_1_1,,3,SA-Campbell CSAT-3,,,6-5
US-KLS,WD_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-KLS,WD_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-KLS,T_SONIC_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-KLS,T_SONIC_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-KLS,WS_PI_F_1_1_1,,3,SA-Campbell CSAT-3,,,1-5
US-KLS,NEE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,FC_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,SC_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,H_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,SH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,LE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,SLE_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,PA_PI_F_1_1_1,,3,PRES-ElectBar,,,1-5
US-KLS,CO2_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,VPD_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,G_PI_F_4_1_1,,-0.08,SOIL_H-Plate_AUTO,,,1-5
US-KLS,G_PI_F_4_2_1,,-0.08,SOIL_H-Plate_AUTO,,,1-5
US-KLS,TS_3_1_1,,-0.02,TEMP-Thermis,,,1-5
US-KLS,TS_PI_F_3_1_1,,-0.02,TEMP-Thermis,,,1-5
US-KLS,RH_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,RH_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,ALB_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,PPFD_IN_PI_F_2_1_1,,2.5,RAD-PAR Quantum,,,1-5
US-KLS,NETRAD_PI_F_2_1_1,,2.5,RAD-PAR Quantum,,,1-5
US-KLS,SW_IN_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,SW_OUT_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,LW_IN_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,LW_OUT_PI_F_2_1_1,,2.5,RAD-Pyrrad-SW+LW,,,1-5
US-KLS,H2O_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,RECO_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,GPP_PI_F_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,ZL_1_1_1,,3,GA_OP-LI-COR LI-7500A,,,1-5
US-KLS,P_2_1_1,2012,2.5,PREC-TipBucGauge,,,1-5
US-ARM,WS_1_2_1,20150723,25,SA-Gill R3-50,,,9-5
US-Kon,FC,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-ARM,WS_1_3_1,20150723,4.7,SA-Gill R3-50,,,9-5
US-Kon,CO2_1,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,H,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,H2O,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,LE,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,LW_IN,201607,3,RAD-Pyrrad-SW+LW,,CRN4,4-1
US-Kon,NETRAD,201607,3,RAD-Pyrrad-SW+LW,,CRN4,4-1
US-Kon,P,2017,3,PREC-TipBucGauge,,,4-1
US-Kon,PA,201607,3,PRES-ElectBar,,,4-1
US-Kon,RH,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,SH,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,SLE,201607,3,GA_OP_SA-Campbell IRGASON,,,4-1
US-Kon,SW_IN,201607,3,RAD-Pyrrad-SW+LW,,CRN4,4-1
